brand,title,price,instalment/month,owner,mileage,depreciation,registered_date,remaining_coe,coe_years,coe_months
Suzuki,Suzuki Swift Sport 1.6M,71888,717,7,,12210,2009-09-29,70,5,10
Porsche,Porsche Boxster 2.5A Tip,68888,1104,6,,19783,1997-01-10,41,3,5
Honda,Honda Jazz 1.5A,44800,1058,2,90173.0,17281,2015-02-09,27,2,3
Honda,Honda Vezel 1.5A G,135800,1159,1,88.0,14036,2022-10-11,113,9,5
Volkswagen,Volkswagen Golf 1.4A Tsi,22800,412,3,,3586581,2013-05-13,0,0,0
Mercedes-Benz,Mercedes-Benz Cla-Class Cla180 Amg Line (A),172800,1475,1,20500.0,19305,2021-03-25,94,7,10
Mitsubishi,Mitsubishi Asx 2.0 Cvt (A),91500,1404,1,98000.0,23066,2016-12-22,43,3,7
Kia,Kia Cerato Forte 1.6 Sx (A),69800,596,3,,9436,2010-10-29,88,7,4
Foton,Foton Aumark,58800,987,3,95958.0,17482,2016-08-27,39,3,3
Toyota,Toyota Previa 2.4 7-Seater Standard (A),40800,737,2,123000.0,45297,2013-09-26,0,0,0
Honda,Honda Freed Hybrid 1.5 G 7-Seater (A),127800,1091,2,62000.0,16013,2020-11-09,87,7,3
Mercedes-Benz,Mercedes-Benz M-Class Ml350,105800,903,4,126569.0,13409,2011-03-30,94,7,10
Fiat,Fiat Professional Doblo Cargo Maxi 1.6A Multijet Glaze,28800,564,2,,10153,2016-03-16,33,2,9
Nissan,Nissan Nv200 1.6A Dx,43800,621,2,,11000,2017-04-19,47,3,11
Audi,Audi A5 2.0L Tfsi Quattro,104800,895,2,131000.0,12237,2012-02-29,102,8,6
Toyota,Toyota Estima 2.4X A,88800,816,3,118300.0,13699,2009-11-26,77,6,5
Mercedes,Mercedes Benz E250 Cgi A,101800,869,3,138454.0,14253,2010-06-30,85,7,1
Toyota,Toyota Sienta 1.5G A,71800,1037,1,48500.0,16750,2017-04-04,46,3,10
Mercedes,Mercedes Benz C180 Avantgarde (R17 Led),54800,1807,2,174000.0,25721,2014-12-12,19,1,7
Renault,Renault Grand Scenic Diesel 1.5A Dci Bose Edition Sunroof,99800,995,1,60000.0,15340,2019-03-29,70,5,10
Honda,Honda Civic Sir Ek4,68800,820,7,,14301,1998-09-03,57,4,9
Mitsubishi,Mitsubishi Lancer Ex 1.5A Glx,62800,677,2,,11671,2008-09-25,64,5,4
Kia,Kia Cerato K3 1.6A,59800,816,2,78000.0,13158,2017-06-13,49,4,1
Mazda,Mazda Rx-8 1.3M Type Rs,128000,1093,5,,16550,2011-04-03,92,7,8
Mercedes,Mercedes Benz Cla180 Sb Urban (R18 Led),108888,1319,1,56988.0,19158,2018-01-31,56,4,8
Nissan,Nissan Gtr 3.8 A,248800,2608,8,,44713,2009-03-26,66,5,6
Lexus,Lexus Rx270,109800,937,2,,14843,2010-12-20,88,7,4
Isuzu,Isuzu Npr85Uh5A,56800,1026,2,,18260,2016-01-06,36,3,0
Audi,Audi S4 3.0 Tfsi Qu S-Tronic,132800,1134,5,,17556,2012-10-01,90,7,6
Mercedes-Benz,Mercedes-Benz E-Class E200,58080,1049,5,102619.0,102537,2013-10-09,0,0,0
Volkswagen,Volkswagen Golf 1.2 Tsi Dsg (A),42800,1048,2,114000.0,17770,2015-07-16,26,2,2
Lexus,Lexus Rx 200T Turbo,125800,2062,1,102000.0,28321,2016-09-16,40,3,4
Mitsubishi,Mitsubishi Attrage 1.2 Cvt Style (A),71800,667,2,39500.0,10904,2019-09-19,76,6,4
Mazda,Mazda Biante 2.0 Deluxe (A),57800,1365,2,68000.0,20978,2015-08-31,27,2,3
Honda,Honda Fit 1.3A,114000,973,1,86.0,11890,2022-09-27,112,9,4
Honda,Honda Fit 1.3A,114000,973,1,2363.0,12531,2022-04-04,106,8,10
Audi,Audi A4 Sedan 1.4 Tfsi S Tronic (A),82800,1327,1,88000.0,19955,2016-10-31,41,3,5
Mini,Mini Cooper Clubman 1.5 (A),99800,1228,1,102500.0,18500,2017-12-27,55,4,7
Bmw,Bmw X3 Sdrive20I Xline (A),173800,1690,1,45000.0,24642,2019-05-30,72,6,0
Mitsubishi,Mitsubishi Fuso Canter Diesel 3.0 14Ft [Euro Vi] (M),124800,1065,2,,13038,2022-11-14,114,9,6
Toyota,Toyota Vellfire 2.5 X 8-Seater (A),223800,2055,1,32324.0,30694,2019-07-11,77,6,5
Mercedes-Benz,Mercedes-Benz C-Class Saloon C200 Cgi (A),80800,719,3,130386.0,11998,2010-09-09,80,6,8
Toyota,Toyota Allion 1.5 (A),58800,594,6,,10105,2009-04-03,69,5,9
Honda,Honda Fit 1.5 Rs (A),62800,726,5,150369.0,12664,2008-04-24,59,4,11
Mercedes-Benz,Mercedes-Benz E-Class E300E Plug-In Hybrid Amg Line,269888,2303,1,1500.0,26754,2022-04-21,107,8,11
Jaguar,Jaguar F-Pace 3.0A V6 Supercharged R-Sport,188888,2184,1,,28554,2018-04-26,59,4,11
Mercedes-Benz,Mercedes-Benz E-Class E220D Sport,224888,1919,1,23000.0,24177,2021-06-24,97,8,1
Mercedes-Benz,Mercedes-Benz E-Class E200 Coupe,206888,1989,1,56888.0,26912,2019-06-17,73,6,1
Bmw,Bmw X3 Xdrive30I M-Sport,226888,2107,1,41000.0,29801,2020-02-10,76,6,4
Bmw,Bmw 2 Series 216D Gran Tourer Luxury,82800,1327,2,113000.0,20271,2016-10-20,41,3,5
Mercedes,Mercedes Benz Cla45 Amg 4Matic (R19 Bi),82800,7213,2,167000.0,82526,2013-12-19,84,7,0
Maserati,Maserati Granturismo Cambiocorsa 4.7 (A),175000,1590,9,85000.0,26659,2009-12-29,78,6,6
Volkswagen,Volkswagen Tiguan 1.4 Tsi At Bmt 5N22Qy,75800,1243,3,92400.0,17892,2016-09-30,40,3,4
Toyota,Toyota Sienta Elegance (Auto),96888,921,1,60200.0,14110,2019-07-18,74,6,2
Toyota,Toyota Harrier G Grade,110888,1387,3,62000.0,19733,2017-11-30,54,4,6
Mini,Mini Cooper S Hb 1.6 At Hid Sr Abs Tc 2Wd,97800,835,3,88388.0,10615,2012-07-25,110,9,2
Toyota,Toyota Toyota Corolla Altis 1.6L Cvt,51888,1110,2,126188.0,16328,2015-09-12,30,2,6
Mitsubishi,Mitsubishi Attrage 1.2A,64800,708,1,116000.0,11705,2018-07-09,63,5,3
Ford,Ford Focus Hb 1.6A Trend,50800,513,3,189000.0,8738,2009-12-03,69,5,9
Mini,Mini Cooper S 1.6A Sunroof,92800,792,5,123000.0,10832,2012-03-26,102,8,6
Toyota,Toyota Estima 2.4A Aeras,110800,1569,1,107500.0,22903,2017-04-28,47,3,11
Toyota,Toyota Estima 2.4A Aeras Premium Moonroof,63800,2341,5,122500.0,30314,2014-10-30,17,1,5
Bmw,Bmw 4 Series 428I Coupe M-Sport Sunroof,84800,1532,3,1900.0,124803,2013-10-23,0,0,0
Peugeot,Peugeot 208 1.2 Puretech Eat6 (A),53800,734,2,,12376,2017-03-07,49,4,1
Nissan,Nissan Nv350 Petrol 2.0 Microbus (A),76800,656,2,,8191,2022-08-30,111,9,3
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),79800,681,2,,8381,2022-10-31,113,9,5
Mitsubishi,Mitsubishi Lancer Ex 1.5 Sports (A),76800,683,2,72000.0,11372,2010-08-02,80,6,8
Mazda,Mazda Rx8 1.3 (A),76800,816,5,175500.0,14009,2008-11-13,65,5,5
Toyota,Toyota Dyna 150 Diesel 2.8 [Euro Vi] (M),94800,809,2,,10407,2022-05-23,108,9,0
Toyota,Toyota Hiace 2.0 Dx Glass Door Van (A),78800,673,2,,8369,2022-09-15,112,9,4
Volkswagen,Volkswagen Golf 1.4 Tsi Dsg (A),84400,721,5,,11182,2010-11-25,90,7,6
Mitsubishi,Mitsubishi Attrage 1.2A,45800,827,2,,14223,2016-05-27,36,3,0
Mini,Mini Cooper S 1.6A,63800,636,2,120000.0,10816,2009-08-27,70,5,10
Honda,Honda Fit 1.3G A,14436,1464,7,159000.0,28329,2008-11-13,72,6,0
Hyundai,Hyundai Hd Avante 1.6 A,12959,1129,6,175000.0,20837,2008-12-24,84,7,0
Isuzu,Isuzu Nmr85,116800,997,2,,12363,2022-09-29,112,9,4
Honda,Honda Freed Hybrid 1.5 G 7-Seater (A),103500,1044,1,55000.0,16042,2019-08-03,69,5,9
Honda,Honda Jazz 1.3 L (A),73800,630,4,,9863,2010-11-11,89,7,5
Honda,Honda N-Van Turbo Style Fun Honda Sensing,79800,681,2,10.0,8483,2022-09-19,112,9,4
Suzuki,Suzuki Every,77800,664,1,,8180,2022-10-31,113,9,5
Hino,Hino Xzu710R,118800,1014,1,,12466,2022-10-31,113,9,5
Hyundai,Hyundai I30 1.4 T-Gdi Dct Turbo (A),84600,887,1,74066.0,13570,2018-01-12,66,5,6
Nissan,Nissan Teana 2.5 Cvt Abs D/Ab Hid 2Wd 4Dr,62800,577,1,150000.0,9688,2009-10-11,77,6,5
Hyundai,Hyundai Avante 1.6A Gls S,86800,798,1,59000.0,12355,2019-10-14,77,6,5
Honda,Honda Vezel 1.5A X,55800,937,2,134127.0,15125,2016-09-09,39,3,3
Kia,Kia Cerato 1.6A Sx,85800,866,1,89201.0,13299,2019-02-21,69,5,9
Mitsubishi,Mitsubishi Attrage 1.2A Sports,77800,700,1,34000.0,11313,2020-07-01,79,6,7
Mazda,Mazda 3 1.5A Sunroof,79800,848,1,92322.0,13255,2018-10-30,65,5,5
Nissan,Nissan Qashqai 2.0 Premium (A),56800,1112,1,66000.0,16534,2016-11-03,33,2,9
Mitsubishi,Mitsubishi Attrage 1.2A,73800,686,1,70000.0,11154,2019-02-10,76,6,4
Mercedes-Benz,Mercedes-Benz C-Class C180 Coupe,41800,3641,2,80000.0,38159,2014-07-01,84,7,0
Mercedes-Benz,Mercedes-Benz C-Class C280,100800,1043,5,123000.0,17843,2008-12-23,67,5,7
Toyota,Toyota Royal Crown 3.0A,70800,763,2,150000.0,13118,2008-09-30,64,5,4
Toyota,Toyota Estima 2.4A Aeras,78800,805,5,132000.0,13742,2009-05-02,68,5,8
Bmw,Bmw 1 Series 116I Sportline,140800,1202,1,8500.0,15187,2021-06-18,97,8,1
Skoda,Skoda Karoq 1.4A Tsi Style,142800,1219,1,21000.0,16515,2021-02-24,93,7,9
Hyundai,Hyundai Tucson 2.0A Gls,82800,1053,1,42000.0,16806,2017-01-11,53,4,5
Mercedes-Benz,Mercedes-Benz A-Class A200 Amg Line Premium,141800,1431,1,49000.0,20780,2019-02-28,69,5,9
Honda,Honda Vezel 1.5A X,108800,929,1,20000.0,13510,2020-06-11,89,7,5
Toyota,Toyota Sienta 1.5A X Limited,64800,708,3,130000.0,12192,2008-08-08,63,5,3
Suzuki,Suzuki Swift 1.0A Turbo Glx,90800,775,1,18000.0,11176,2020-10-14,89,7,5
Honda,Honda Jazz 1.5A Rs,64800,884,2,110000.0,14410,2017-12-06,49,4,1
Honda,Honda City 1.5A Sv,84800,889,1,50000.0,13735,2018-11-19,66,5,6
Honda,Honda Accord 2.0A Vti-S,98800,1348,1,63000.0,19948,2017-06-13,49,4,1
Toyota,Toyota C-Hr 1.2A Turbo Active,86800,989,1,58000.0,14489,2018-05-21,60,5,0
Toyota,Toyota Harrier 2.0A Premium Panoramic Roof,59888,1581,2,,23986,2015-05-15,24,2,0
Honda,Honda Fit 1.3A Gf,70888,808,1,76805.0,13434,2018-08-06,60,5,0
Bmw,Bmw 7 Series 740Li Sunroof,398888,3404,1,20907.0,39232,2021-07-29,98,8,2
Bmw,Bmw M Series M135I Xdrive,208888,1783,1,61462.0,24762,2020-03-08,86,7,2
Toyota,Toyota Harrier 2.0A Premium Panoramic Roof,89888,1380,3,109852.0,20219,2016-12-13,43,3,7
Bmw,Bmw M Series M235I Gran Coupe Xdrive,277888,2372,1,4600.0,26936,2022-05-27,108,9,0
Mazda,Mazda 6 Sedan 2.0 Standard (A),69800,1145,2,50097.0,17645,2016-09-16,40,3,4
Nissan,Nissan Qashqai 1.2 Dig-T Lite (A),63800,887,3,84163.0,14134,2017-05-23,48,4,0
Maserati,Maserati Ghibli 3.0 V6 (A),142800,4708,2,34000.0,54783,2014-12-24,19,1,7
Mini,Mini Cooper Clubman 1.6A Hampton,98888,844,4,86000.0,12616,1701-01-01,93,7,9
Peugeot,Peugeot 5008 Diesel 1.6A Bluehdi Eat6 Sunroof,55888,984,2,96000.0,15433,2016-06-17,37,3,1
Jaguar,Jaguar E-Pace 2.0 Se R-Dynamic [300Ps] (A),178800,1719,2,36081.0,24262,2019-10-07,73,6,1
Mitsubishi,Mitsubishi Lancer 1.6A,42800,618,1,190000.0,11032,2007-04-27,46,3,10
Mitsubishi,Mitsubishi Colt Plus 1.5A,49888,586,2,150000.0,10224,2008-03-26,58,4,10
Hyundai,Hyundai Elantra 1.6 At Abs D/Ab 2Wd 4Dr,30800,1130,2,,16694,2014-10-16,17,1,5
Volvo,Volvo Xc60 T5 Momentum (A),137800,1723,2,32000.0,25510,2017-11-16,54,4,6
Honda,Honda Fit 1.3A G Skyroof,64888,639,3,130000.0,10894,2009-04-23,71,5,11
Honda,Honda Fit 1.3A G,61888,625,3,135000.0,10711,2009-02-17,69,5,9
Audi,Audi Sq5 3.0 Tfsi Quattro,123800,2569,4,39500.0,32403,2015-12-29,31,2,7
Subaru,Subaru Levorg 1.6 Gt-S (A),80800,1190,3,97024.0,17424,2017-10-03,45,3,9
Alpina,"Alpina Bmw Alpina B3 Biturbo, Rhd",178800,2581,1,104007.0,31470,2017-03-17,46,3,10
Lexus,Lexus Nx 300 2.0 Executive (A),144800,1674,2,50987.0,24456,2018-04-19,59,4,11
Mercedes-Benz,Mercedes-Benz C-Class Saloon Mild Hybrid C200 Avantgarde (A),167800,1558,1,38460.0,16780,2019-09-26,76,6,4
Lexus,Lexus Es 250 2.5 Executive Sunroof (A),150800,1561,1,44428.0,22531,2018-12-27,67,5,7
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),79800,681,2,,8723,2022-06-16,109,9,1
Honda,Honda N-Van Turbo Style Fun Honda Sensing,75800,647,1,,8433,2022-04-18,107,8,11
Honda,Honda N-Van Turbo Style Fun Honda Sensing,75888,648,2,,8127,2022-08-24,111,9,3
Toyota,Toyota Townace 1.5 Gl Auto,78800,673,1,,8269,2022-10-31,113,9,5
Honda,Honda N Van Style Fun Turbo 660 Cvt,77800,664,2,,8169,2022-10-31,113,9,5
Nissan,Nissan Nv350 Caravan Dx Auto,77800,664,2,,8165,2022-10-25,113,9,5
Toyota,Toyota Dyna 150 5Mt,102800,878,2,,10868,2022-09-30,112,9,4
Honda,Honda N Van Fun Style Turbo,75888,648,2,,8108,2022-08-31,111,9,3
Foton,Foton Iblue V6,118800,1014,2,,12544,2022-09-30,112,9,4
Volkswagen,Volkswagen T6 Van Tdi Nwb Dsg,66800,621,2,,10362,2019-09-25,76,6,4
Honda,Honda N Van Style Fun Turbo 660 Cvt,75888,648,2,,8127,2022-08-24,111,9,3
Honda,Honda N Van Style Fun Turbo 660 Cvt,75888,648,2,,8127,2022-08-24,111,9,3
Peugeot,Peugeot Partner 1.6 Bluehdi Etg Lwb (A),39800,575,1,,10221,2017-03-16,46,3,10
Volkswagen,Volkswagen Scirocco 1.4A Tsi Sunroof,89800,767,3,99000.0,10502,2012-03-21,102,8,6
Toyota,Toyota Estima 2.4A G,66800,797,3,128000.0,13989,2008-02-25,57,4,9
Mazda,Mazda 3 1.5A,47800,886,1,58800.0,14067,2016-11-05,35,2,11
Audi,Audi A8L 3.0A Tfsi Quattro,138800,2969,2,78000.0,33423,2015-11-30,30,2,6
Peugeot,Peugeot 3008 1.2 Eat8 Active Premium,136800,1168,1,15000.0,14547,2021-11-26,102,8,6
Audi,Audi A3 Sedan 1.4A Tfsi Cod S-Tronic,105800,1109,2,,16949,2018-11-13,66,5,6
Nissan,Nissan Qashqai 1.2A Dig-T,80800,908,1,58000.0,13805,2018-06-19,61,5,1
Honda,Honda Shuttle 1.5A G,83800,825,1,49000.0,12350,2019-09-05,71,5,11
Honda,Honda Freed Hybrid 1.5A G,93800,1085,2,58000.0,17037,2018-04-26,59,4,11
Toyota,Toyota Sienta 1.5A G,55800,959,3,,16208,2016-12-07,38,3,2
Mini,Mini Cooper S 1.6A Sunroof,96800,826,4,,11007,2012-02-23,105,8,9
Mercedes-Benz,Mercedes-Benz C-Class C180K,92800,792,5,,11969,2011-08-03,92,7,8
Hyundai,Hyundai Tucson 1.6A Gls T-Gdi Dct Turbo,107800,1088,2,59000.0,16518,2019-07-03,69,5,9
Honda,Honda Civic 1.6A Vti,66800,710,5,150000.0,12234,2008-10-24,65,5,5
Honda,Honda Civic 1.6A Vti,102800,988,2,35000.0,15031,2019-10-07,73,6,1
Volkswagen,Volkswagen Touran 1.4A Tsi,47800,842,3,138000.0,15440,2011-06-14,37,3,1
Honda,Honda Shuttle Hybrid 1.5A,81200,912,1,48000.0,15339,2018-06-28,61,5,1
Toyota,Toyota Harrier 2.4A,39800,738,3,,13255,2006-11-05,35,2,11
Honda,Honda N Van Style Fun Turbo 660 Cvt,80800,690,2,,8494,2022-10-28,113,9,5
Toyota,Toyota Harrier Premium 2.0 A,86600,1358,2,104200.0,20222,2016-11-22,42,3,6
Toyota,Toyota Lexus Es250 Luxury Auto,69800,2192,2,178400.0,26999,2015-01-22,20,1,8
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),81500,696,2,,8560,2022-10-31,113,9,5
Volvo,Volvo Xc60 T5 M,194800,1663,1,45100.0,23714,2020-08-26,87,7,3
B.M.W.,B.M.W. 530I Led Nav,151900,1964,2,79200.0,27701,2017-09-28,52,4,4
Mercedes,Mercedes Benz Gla180 Amg Line (R18 Led),150800,1314,1,31200.0,19558,2020-03-13,82,6,10
Volkswagen,Volkswagen Golf 1.4 Tsi Cl,101900,968,1,30300.0,14800,2019-07-30,74,6,2
Subaru,Subaru Forester 2.0I-L Cvt Awd Sr,90500,1063,1,88800.0,17129,2018-03-29,58,4,10
Audi,Audi A4 Sedan 2.0 Tfsi S Tronic,116900,1415,1,72400.0,20705,2018-01-29,56,4,8
Toyota,Toyota Dyna 150 2.8 [Euro Vi] (M),105800,903,2,,11096,2022-10-28,113,9,5
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),76800,656,2,,8049,2022-08-11,113,9,5
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),76800,656,2,,8062,2022-10-31,113,9,5
Suzuki,Suzuki Jimny 1.5 Glx (A),121800,1040,1,17000.0,13711,2021-12-08,99,8,3
Kia,Kia Niro Hybrid 1.6 Ex (A),127800,1091,1,22898.0,14861,2021-07-21,98,8,2
Toyota,Toyota Wish 1.8 X (A),65800,1131,2,,17293,2016-08-08,38,3,2
Mercedes-Benz,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),185800,1586,1,14936.0,20309,2021-06-22,97,8,1
Mazda,Mazda 6 Sedan 2.0 Standard (A),70800,1087,1,,16150,2016-12-30,43,3,7
Volkswagen,Volkswagen Golf 1.0 Tsi Dsg (A),75800,877,1,74384.0,13400,2018-04-27,59,4,11
Mazda,Mazda 3 Sedan Mild Hybrid 1.5 Astina (A),116800,997,2,35000.0,14039,2020-12-29,91,7,7
Bmw,Bmw 2 Series Gran Tourer 216I Luxury (A),99800,1248,1,50452.0,18199,2017-11-17,54,4,6
Toyota,Toyota Hiace 3.0M,32800,681,4,,12381,2011-06-28,31,2,7
Toyota,Toyota Fortuner 2.7A,56800,1053,6,,19073,2006-01-11,35,2,11
Toyota,Toyota Estima 2.4A Aeras Moonroof,63800,840,6,,14785,2007-11-09,51,4,3
Toyota,Toyota Emina 2.4A,55800,601,5,,10333,1998-08-10,64,5,4
Toyota,Toyota Corolla Hybrid 1.8A Ascent Sport,125800,1074,1,9528.0,15406,2021-09-02,92,7,8
Toyota,Toyota Corolla Axio 1.5A X,69800,596,3,95611.0,9538,2010-09-23,87,7,3
Toyota,Toyota Celica 2.0M Gt,89800,906,6,,15446,1992-05-21,69,5,9
Suzuki,Suzuki Swift Sport 1.6M,69800,704,4,,12006,2009-03-18,69,5,9
Suzuki,Suzuki Swift 1.2A Xg,12800,232,2,,40982,2008-09-19,0,0,0
Suzuki,Suzuki Swift 1.3A,6800,123,6,196441.0,0,2008-05-26,0,0,0
Subaru,Subaru Impreza 4D 2.0A R-S,11800,214,4,,37781,2008-09-29,0,0,0
Ssangyong,Ssangyong Tivoli 1.5A Deluxe,101800,925,1,39332.0,14028,2019-11-25,78,6,6
Skoda,Skoda Scala 1.5A Tsi Style,126800,1082,1,13231.0,14692,2021-09-24,100,8,4
Seat,Seat Ibiza 1.0A Ecotsi,58800,802,4,71223.0,13760,2017-06-14,49,4,1
Renault,Renault Megane Sedan Diesel 1.5A Dci,63800,921,2,85552.0,15797,2017-03-28,46,3,10
Peugeot,Peugeot 5008 Diesel 1.6A E-Hdi Etg,47800,1170,2,,18690,2015-07-16,26,2,2
Volkswagen,Volkswagen Passat R36,79800,795,4,,13655,2009-03-13,70,5,10
Perodua,Perodua Viva 1.0M Sxi,19800,877,3,97711.0,16096,2009-09-15,14,1,2
Perodua,Perodua Bezza 1.3A Premium X,93800,801,1,9918.0,10558,2022-04-01,103,8,7
Opel,Opel Astra 1.4A Turbo (Opc),75800,756,1,56031.0,11155,2019-10-04,70,5,10
Nissan,Nissan Nv200 1.5M,36800,648,2,,11560,2016-01-07,37,3,1
Toyota,Toyota Wish 1.8A,42800,773,4,,13986,2006-06-21,36,3,0
Toyota,Toyota Sienta 1.5A X,72800,958,3,61398.0,15783,2017-08-29,51,4,3
Nissan,Nissan Gtr 3.8A,249800,2552,6,119235.0,43542,2009-03-08,68,5,8
Mitsubishi,Mitsubishi Evolution 9 Gsr,152800,3374,5,,61558,2005-04-11,29,2,5
Mitsubishi,Mitsubishi Evolution 10 Gsr Sst,148800,1540,4,117051.0,26327,2009-01-22,67,5,7
Mitsubishi,Mitsubishi Colt Ralliart Version-R 1.5M,10800,196,6,,0,2008-05-02,0,0,0
Volvo,Volvo Xc60 T6,83800,815,3,99723.0,13822,2009-12-06,72,6,0
Volkswagen,Volkswagen Passat 1.8A Tsi Highline Sunroof,85900,1240,1,119871.0,18007,2017-03-31,46,3,10
Volkswagen,Volkswagen Jetta 1.4A Tsi,26800,842,6,157511.0,15727,2010-01-22,20,1,8
Mitsubishi,Mitsubishi Attrage 1.2A,70800,689,1,,11294,2019-05-28,72,6,0
Mitsubishi,Mitsubishi Attrage 1.2A,69800,687,1,,11311,2019-04-23,71,5,11
Mini,Mini One 1.6A,73800,630,4,124116.0,10325,2010-09-12,85,7,1
Volkswagen,Volkswagen Golf 1.4A Tsi,56800,1001,2,,16471,2016-06-27,37,3,1
Volkswagen,Volkswagen Jetta Gp 1.4A Tsi Highline,55800,1035,2,72000.0,15084,2016-04-28,35,2,11
Volkswagen,Volkswagen Golf 1.2A Tsi,58800,964,3,,16155,2016-09-30,40,3,4
Mini,Mini Cooper D 1.5A,72800,1350,2,73531.0,22221,2016-10-05,35,2,11
Mercedes-Benz,Mercedes-Benz R-Class R350L,159800,1364,2,,20231,2011-07-18,94,7,10
Mercedes-Benz,Mercedes-Benz Slk-Class Slk200Ml,59800,538,6,,9016,2000-12-26,79,6,7
Toyota,Toyota Sienta Hybrid 1.5A X,102800,955,2,39000.0,14776,2019-09-17,76,6,4
Mercedes-Benz,Mercedes-Benz 200E,46800,467,4,,7934,1990-08-16,70,5,10
Mazda,Mazda Rx-8 1.3M,89800,895,4,,15224,2009-04-30,70,5,10
Mazda,Mazda 5 2.0A Sunroof,66800,674,4,,11490,2009-10-30,69,5,9
Mazda,Mazda 3 1.6A Sp,16800,1284,4,35000.0,22966,2009-02-26,96,8,0
Toyota,Toyota Sienta Hybrid 1.5A X,100800,958,1,35000.0,14884,2019-07-23,74,6,2
Mazda,Mazda 3 1.5A Sunroof,59800,918,3,,14844,2016-12-29,43,3,7
Maserati,Maserati Granturismo S Mc Sport Line 4.7A,139800,2525,6,77162.0,1376223,2013-05-31,0,0,0
Toyota,Toyota Sienta Hybrid 1.5A X,100800,969,2,49055.0,15156,2019-09-07,73,6,1
Toyota,Toyota Sienta Hybrid 1.5A G,102800,1025,3,47111.0,15226,2019-03-15,70,5,10
Lexus,Lexus Rx300 Lx,51800,961,6,,17394,2006-06-21,35,2,11
Land,Land Rover Discovery Sport 2.0A Si4 Se 7-Seater,121800,1692,1,,23039,2017-05-31,48,4,0
Land,Land Rover Defender 90 Puma,119800,1023,1,,16955,2010-07-07,84,7,0
Kia,Kia Niro Hybrid 1.6A Ex Gdi Dct,128800,1100,1,6582.0,14926,2021-07-30,98,8,2
Kia,Kia Cerato 1.6A Ex,76800,839,1,,13358,2018-11-09,63,5,3
Toyota,Toyota Sienta Hybrid 1.5A X,100800,958,1,35000.0,14884,2019-07-23,74,6,2
Toyota,Toyota Rav4 Hybrid 2.5A X,188800,1612,1,10000.0,20805,2021-10-15,101,8,5
Toyota,Toyota Prius Hybrid 1.8A S,75800,1015,2,58780.0,17510,2017-07-18,50,4,2
Toyota,Toyota Prius Alpha Hybrid 1.8A S,101800,1160,2,51663.0,17807,2018-05-23,60,5,0
Toyota,Toyota Harrier Hybrid 2.5A S,195800,1671,1,8000.0,20497,2022-03-03,105,8,9
Toyota,Toyota Fortuner 2.7A,187800,1603,1,23023.0,22215,2020-12-30,91,7,7
Toyota,Toyota Corolla Axio 1.5A X,63800,855,1,62000.0,14485,2017-07-28,50,4,2
Toyota,Toyota Corolla Altis 1.6A Elegance,92800,925,2,41000.0,13866,2019-03-27,70,5,10
Kia,Kia Cerato 1.6A Ex,79800,816,1,,12807,2019-01-21,68,5,8
Kia,Kia Carens 2.0A,52800,695,3,,12236,2007-09-20,51,4,3
Hyundai,Hyundai Veloster 1.6A Gdi Turbo Sunroof,96800,826,1,127811.0,10979,2012-11-29,105,8,9
Hyundai,Hyundai Santa Fe 2.4A Sunroof,108800,929,3,,14873,2010-01-11,87,7,3
Hyundai,Hyundai Elantra 1.6A Gls Elite (Front Images Na),80800,870,1,49821.0,13577,2018-11-10,64,5,4
Toyota,Toyota Camry Hybrid 2.5A Elegance,172000,1468,1,11500.0,19346,2021-06-08,98,8,2
Volkswagen,Volkswagen Scirocco 1.4 Tsi Dsg (A),82800,707,5,,10214,2011-06-17,97,8,1
Honda,Honda N-Van Petrol 660 Turbo Style Fun Honda Sensing (A),79800,681,2,,8381,2022-10-31,113,9,5
Honda,Honda Vezel Hybrid 1.5A X Honda Sensing,62800,985,1,,16879,2016-07-12,42,3,6
Honda,Honda Vezel 1.5A X,55800,1093,3,,18033,2016-02-03,33,2,9
Honda,Honda Vezel 1.5A X,49800,1100,2,109912.0,18252,2015-02-11,29,2,5
Honda,Honda Stream 1.8A Style Edition,52800,748,6,137666.0,13227,2007-07-06,47,3,11
Toyota,Toyota C-Hr Hybrid 1.8A S,92800,1042,3,56118.0,17101,2018-06-29,61,5,1
Honda,Honda Shuttle Hybrid 1.5A,93800,913,2,35017.0,14500,2019-04-06,72,6,0
Honda,Honda Shuttle 1.5A G,69800,919,3,73881.0,15318,2017-08-14,51,4,3
Honda,Honda S2000 2.2M,185800,2001,6,,34548,2008-09-24,64,5,4
Honda,Honda Jazz 1.3A,86800,741,2,111361.0,9916,2012-08-02,104,8,8
Honda,Honda Fit 1.5A Rs Skyroof,65800,709,3,,12136,2008-10-10,64,5,4
Honda,Honda Fit 1.3A G F-Package,81800,752,2,32011.0,12095,2019-06-11,77,6,5
Honda,Honda Fit 1.3A G,33800,747,6,,13940,2010-12-11,29,2,5
Honda,Honda Fit 1.3A G,6800,123,6,,0,2008-03-13,0,0,0
